wordcontent,sentences,index
पनीर,"कड़ाही में तेल गर्म कर कटा पनीर , गाजर , शिमला मिर्च और प्याज डालकर सुनहरा होने तक तलें ।",1703
पनीर,"पनीर , कच्चा नारियल और सभी सब्जियों को एक साथ मिलाकर चावल के ऊपर किनारे पर सजाएं ।",1705
बोले,इंस्पेक्टर क्रान्तिलाल गरजते हुए बोले अरे कौशल्ये कहां हो ?,3689
बोले,क्रान्तिलाल पानी का गिलास थामते हुए बोले कौशल्ये कोई आया है क्या ?,3699
बोले,ठाकुर चाचा खुश हुए और बोले अभी तक तो बहुत किरायेदार आये छोटी - बड़ी सभी जाति के पर छोटी जाति वाले खुद को बड़ी जाति का बताकर घर लिया था ।,4560
बोले,उसको देखकर ठाकुर चाचा बोले नरेश बेटा लो कुर्सी बैठो ।,4591
बोले,स्कूटर को देखकर मि. ठिमलौतिया बोले नरेश साइकिल खड़ी करने की परमिशन थी तुम्हारे स्कूटर को खड़ा करने के लिये जगह कहां से आयेगी ।,4680
बोले,"मि. ठिमलौतिया बोले लालाजी घर आपका है , भंगी को दो या चमार को हम कौन होते हैं रोकने वाले ।",4730
चार्ली,पूरा नाम नूर मुहम्मद चार्ली ।,931
चार्ली,हिंदुस्तानी सिनेमा के परदे पर शुरूआती दौर में जिन लोगों ने कॉमेडी की उनमें एक नाम आता है चार्ली का ।,932
चार्ली,चार्ली यानी नूर मुहम्मद चार्ली 1912 में गुजरात के पोरबंदर के जन्मे नूर मुहम्मद ने महान अभिनेता चार्ली चैप्लिन से मुतासिर होकर अपने नाम के साथ ‘ चार्ली ‘ जोड़ा था ।,933
चार्ली,ख़ासकर चार्ली चैप्लिन की फिल्मों में ।,937
चार्ली,इस फिल्म में ‘ बाबा चार्ली ‘ नाम से परदे पर आए एक हास्य अभिनेता ने अपने हाव - भाव और मासूम हरकतों से भरे अंदाज से लोगों का ध्यान अपनी ओर खींचा ।,943
चार्ली,1941 की फिल्म ‘ ढंढेरा ‘ में चार्ली ख़ुद ही हीरो और ख़ुद ही डायरेक्टर भी थे ।,950
अफ्रीका,"कुछ शोधकर्ताओं का सुझाव है कि , क्योंकि डॉट्स प्रणाली उप - सहारा अफ्रीका में तपेदिक के उपचार में इतनी सफल हुई है कि डॉट्स का उपयोग असंक्रामक रोगों जैसे मधुमेह , उच्च रक्तचाप और एपिलेप्सी जैसे रोगों के उपचार में भी किया जाना चहिये ।",703
अफ्रीका,"यह मुख्य रूप से अमेरिका , एशिया और अफ्रीका महाद्वीपों के उष्ण तथा उपोष्ण कटिबंधी क्षेत्रों में फैला हुआ है ।",2047
अफ्रीका,प्रत्येक वर्ष यह ५१.५ करोड़ लोगों को प्रभावित करता है तथा १० से ३० लाख लोगों की मृत्यु का कारण बनता है जिनमें से अधिकतर उप -JOIN सहारा अफ्रीका के युवा बच्चे होते हैं ।,2048
अफ्रीका,2010 में स्टुअर्ट ब्रॉड और एंडरसन ने साउथ अफ्रीका के खिलाफ केपटाउन टेस्ट में बॉल टेंपरिंग की थी ।,2199
अफ्रीका,दक्षिण अफ्रीका के एबी डीविलियर्स और हाशिम अमला चोटी के दो स्थानों पर बने हुए हैं ।,2241
अफ्रीका,"अफ्रीका के कई क्षेत्रों में , धूम्रपान को आधुनिकता से जोड़ कर देखा जाता है और पश्चिम की कई मज़बूत सलाहों पर बहुत कम ध्यान दिया जाता है ।",3283
भारी,परखने की क्षमता पत्रकार का भारी गुण है ।,825
भारी,इस तथ्य के बावजूद यह भी सच है कि पहले पांच दिनों में ही दर्शकों में भारी उतार - चढ़ाव देखा गया ।,2498
भारी,सैमसंग के भारत में सबसे बड़े स्मार्टफोन के ऐलान के एक हफ्ते बाद गैलक्सी नोट की कीमत में भारी कमी आई है ।,2876
भारी,"अस्थि मैट्रिक्स में कैल्शियम के स्थान पर ( भारी ) स्ट्रॉन्शियम का उद्ग्रहण , DXA पर मापे गए अस्थि खनिज घनत्व में पर्याप्त और बेमेल वृद्धि दर्शाता है , जिससे स्ट्रॉन्शियम से उपचार किए गए रोगियों के लिए इस विधि द्वारा अस्थि घनत्व के अतिरिक्त अनुवर्तन की व्याख्या में कठिनाई होती है ।",3887
भारी,इस बार भी गढ़ मुक्तेश्वर में मेले की भरपूर गहमागहमी है और मुख्य स्नान के लिए श्रद्धालुओं की भारी भीड़ जुट रही है ।,3974
भारी,"गढ़ मुक्तेश्वर के विषय में कहा जाता है कि महाभारत के विनाशकारी युद्ध के बाद योगीराज श्रीकृष्ण , धर्मराज युधिष्ठिर व अर्जुन के मन में युद्ध की विभीषिका और नरसंहार को देखकर भारी ग्लानि हुई ।",3976
भीखनरायन,पालगी भईया कहते हुए धूलीचन्द पांव छूआ और सामने खड़े होकर भीखनरायन की दीन - दशा को चकित होकर निहारने लगा ।,7233
भीखनरायन,तुम बताओ भीखनरायन भईया कैसे आना हुआ मुद्दतो बाद ।,7244
भीखनरायन,धूलीचन्द की बातें सुनकर भीखनरायन की आंखें भर आयीं ।,7247
भीखनरायन,भीखनरायन - हां धूलीचन्द अब यही दरवाजा खुला है बाकी तो बन्द हो चुके हैं ।,7257
भीखनरायन,भीखनरायन - बुढिया की जिद के आगे मेरी एक ना चली धूलीचन्द ।,7277
भीखनरायन,भीखनरायन - मुझे पछतावा है धूलीचन्द ।,7284
आपके,"आपके चौबेपुर की लड़कियाँ जो ना करें , सो थोड़ा है ।",595
आपके,"नहीं , मैं आपके जैसी हूं ।",884
आपके,आपके दिल पर क्या गुजरती होगी समझदार आदमी अनुभव कर सकता है ।,2259
आपके,आपके दिल पर कितने गहरे - गहरे घाव हैं सब जानते हैं ।,2260
आपके,कामू - हां बड़े बाबू यह आपके भविष्य की ही हत्या नहीं ऊँची योग्यता की हत्या है ।,2330
आपके,कामू - ठीक कह रहे हैं जो कुछ आपके साथ हो रहा है इससे तो साबित हो गया है कि आपको दबा कर ही रखा गया है ।,2382
रिश्ते,"और हम इन जिद्‍दी , कमजोर मर्दों को एहसास दिलाते हैं कि दिल के रिश्ते धड़कनों से बनते हैं , उसूलों से नहीं ।",350
रिश्ते,"लेकिन ये दिल के रिश्ते , दिल की बात कह देने से बनते हैं बेटी ।",351
रिश्ते,"हालांकि जाहिर सी बात है कि जो कपल अपने रिश्ते से खुश होगा , वही इस बारे में अपडेट्स भी डालना चाहेगा , पर अब इस बात के लिए वैज्ञानिक आधार भी जुटा लिए गए हैं ।",2874
रिश्ते,रामेश्वर - क्यों नहीं पर ऐसा कर रिश्ते को खत्म नहीं करना है ।,6972
रिश्ते,क्या कानूनी तौर पर रिश्ते का खात्मा नहीं ?,6976
रिश्ते,"आखिर मां - बाप , भाई - भतीजे और रिश्ते के लोग कितना त्याग चाहते हैं ।",6981
वनडे,वनडे इतिहास का एक ऐसा ही अनमोल रिकॉर्ड भारत के गौतम गंभीर और विराट कोहली के नाम है ।,1014
वनडे,"वैसे तो क्रिकेट की दुनिया में सर डॉन ब्रेडमैन , विवियन रिचर्ड्स , सचिन तेंडुलकर जैसे कई दिग्गज खिलाड़ी हुए , लेकिन जो कारनामा भारत के दो युवाओं ने किया है , उसे वनडे इतिहास में कोई दूसरा नहीं कर सका ।",1015
वनडे,वनडे मैचों में किसी भी विकेट के लिए पार्टनरशिप करते हुए बेस्ट एवरेज ( 2000 से ज्यादा रन ) का वर्ल्ड रिकॉर्ड भारत के विराट कोहली और गौतम गंभीर के नाम है ।,1017
वनडे,वनडे इतिहास में किसी भी बैटिंग जोड़ी ने गंभीर और कोहली से बेहतर औसत से रन नहीं जोड़े ।,1022
वनडे,इन दोनों ने वनडे की 56 पारियों में 60.53 के औसत से 2845 रन जोड़े हैं ।,1025
वनडे,वनडे की 49 साझेदारियों में दोनों ने 54.30 के औसत से 2498 रन जोड़े ।,1033
स्मार्टफोन,पावरमैक्स ब्रांड नाम से स्मार्टफोन वर्ग में दस्तक देने के बाद सलोरा इंटरनेशनल ने ' प्रोटैब ' नाम से टैबलेट पीसी पेश किया है जो एआरएम कारटेक्स ए 9 1.2 गीगाहर्ट्ज के प्रोसेसर से लैस है ।,1400
स्मार्टफोन,"ब्लैकबेरी इससे पहले नए ओएस पर चलने वाला फुल टचस्क्रीन स्मार्टफोन Z10 भारत में 43,490 रुपए की कीमत पर लॉन्च कर चुकी है ।",1404
स्मार्टफोन,जैसे वाटरप्रूफ कैमरा हुआ या फिर डस्टप्रूफ स्मार्टफोन जिसमें पानी और धूल का कोई असर नहीं होता ।,2827
स्मार्टफोन,"कैमरा , स्मार्टफोन , चार्जर तो अब आम हो चुके हैं जो सभी के पास मिल जाएंगे ।",2835
स्मार्टफोन,सैमसंग के भारत में सबसे बड़े स्मार्टफोन के ऐलान के एक हफ्ते बाद गैलक्सी नोट की कीमत में भारी कमी आई है ।,2876
स्मार्टफोन,इस स्मार्टफोन में पर्सनल डेटा और ऑफीशियल डेटा अलग - अलग रख सकते हैं ।,5165
पिक्सल,5 इंच की 480ध्800 पिक्सल की रिजोल्यूशन स्क्रीन वाला यह फैबलेट खूबियों से भरपूर है ।,1412
पिक्सल,दोनों टैबलेट्स में 7 इंच का कैपेसेटिर मल्टीटच डिस्प्ले 800 द् 480 पिक्सल के रिसल्यूशन के साथ NULL ।,5141
पिक्सल,इसमें 11.6 इंच 1080 पिक्सल स्क्रीन और एक अलग किए जा सकने वाला कीबोर्ड है ।,7835
पिक्सल,Q10 में 720द्720 पिक्सल रिजॉल्यूशन वाली 3.1 इंच की सुपर एमोलेड टचस्क्रीन है ।,7867
पिक्सल,"इस टैबलेट की स्क्रीन टेन पॉइंट मल्टी टच स्क्रीन 1920स1200 पिक्सल वाली है , जो बहुत शानदार है ।",7877
पिक्सल,"इसका रिज्ल्यूशन 1,366द्768 पिक्सल का है ।",7902
आपकी,"उनमें से एक आपकी लड़की भी थी , पूछ लीजिएगा ।",597
आपकी,"सच पूछिए तिवारी जी तो बीमारी आपकी पुरानी है , आपने पहले से ध्यान नहीं दिया इसलिए बिगड़ गई है ।",598
आपकी,"जातिवाद में आप विश्‍वास भले न करें , अगर संयोग से आपकी और उम्मीदवार की जाति एक है तो जाति के आधार पर भी प्रभावित करने की कोशिशें होंगी ।",852
आपकी,कामू - बॉस आपकी एक भी अर्जी आगे बढाये क्या ?,2296
आपकी,आप गुनाहगारों को रोकने की बात करते हैं सर ! मुझे तो आपकी पुलिस ने गुनाहगार कर दिया ।,4507
आपकी,मुझे यकीन है आपकी बात पापा टाल नहीं पायेंगे ।,4586
जनित,अन्य वायरस जनित संक्रमण तब होते हैं जब वायु में फैली संदूषित महीन बूंदें मुंह या आंखों के रास्ते श्वसन कर ली जाती हैं ।,492
जनित,वायरस शरीर को बैक्टीरिया जनित संक्रमणों के प्रति अधिक संवेदनशील बनाते हैं ; इस प्रकार से बैक्टीरिया जनित निमोनिया सह - रुग्ण स्थिति तक पहुंचा सकते हैं ।,499
जनित,"इसके कारण आम बैक्टीरिया जनित निमोनिया के कारण होने वाले बुखार , ठिठुरन और थकान जैसे लक्षण होते हैं ।",507
जनित,हालांकि अंतर्निहित कारण की पुष्टि करना कठिन हो सकता है क्योंकि बैक्टीरिया जनित अथवा गैर - बैक्टीरिया जनित मूल के बीच अंतर करने वाला कोई भी पुष्टीकरण परीक्षण नहीं उपलब्ध है ।,510
जनित,परिणाम हमेशा रोग की गंभीरता के साथ संबंधित नहीं होते हैं और विश्वसनीय रूप से बैक्टीरिया जनित संक्रमण और वायरस संक्रमण के बीच अंतर नहीं कर पाते हैं ।,528
जनित,मलेरिया या दुर्वात एक वाहक -JOIN जनित संक्रामक रोग है जो प्रोटोज़ोआ परजीवी द्वारा फैलता है ।,2046
लोकप्रिय,केरल प्रांत पर्यटकों में बेहद लोकप्रिय है ।,281
लोकप्रिय,आगरा के दर्शनीय स्थलों में ताजमहल सबसे अधिक लोकप्रिय है ।,1454
लोकप्रिय,"जीसुइट पादरियों ने करीब १६४० इस्वी में यह इलाज यूरोप पहुँचा दिया , जहाँ यह बहुत लोकप्रिय हुआ ।",2087
लोकप्रिय,कप्तान महेंद्र सिंह धोनी ने भी आईपीएल के पिछले सत्र के दौरान ट्विटर पर ' सर जडेजा जोक्स ' लिखे जो काफी लोकप्रिय रहे ।,2233
लोकप्रिय,तंबाकू धूम्रपान वर्तमान धूम्रपान का सबसे लोकप्रिय प्रकार है और अधिकतर सभी मानव समाजों में एक बिलियन लोगों द्वारा किया जाता है ।,3294
लोकप्रिय,"इसी समय मोरक्को के काफिले टिम्बकटू के आसपास के क्षेत्रों से तथा पुर्तगाली दक्षिणी अफ्रीका में वस्तु ( और पौधे ) ले कर आये , जिससे 1650 तक पूरे अफ्रीका में तम्बाकू लोकप्रिय हो गया ।",3331
तलश्शेरी,मुष़प्पिलंगाडु बीच कण्णूर से 15 कि.मी. तथा तलश्शेरी से 8 कि.मी. की दूरी पर है ।,3249
तलश्शेरी,तलश्शेरी का केरल के इतिहास में विशेष स्थान प्राप्त है ।,3270
तलश्शेरी,"तलश्शेरी की समृद्ध विरासतों में विदेशों से रहे निरंतर संपर्क , व्यापारिक - परंपरा , प्रौढ क्रिकेट - परंपरा , सर्कस की परंपरा आदि शामिल हैं ।",3271
तलश्शेरी,पुर्तगालियों और डचों ने तलश्शेरी पर अधिकार जमाने की चेष्टा की थी ।,3272
तलश्शेरी,"ब्रिटिश सेनापति आर्थर मिल्लर जो पष़श्शि राजा को अधीन करने आया था , तलश्शेरी में लम्बे समय तक रहा ।",3273
तलश्शेरी,आर्थर मिल्लर ने ही तलश्शेरी को क्रिकेट के खेल से परिचित करवाया ।,3274
पुराने,2000 वर्ष पुराने मंदिरों के दालगंडो गाँव का पर्यटन के लिहाज से बड़ा ही विशेष महत्व है ।,108
पुराने,शाही महल में पुराने समय की अनेक नायाब वस्तुएँ संगृहीत हैं ।,131
पुराने,"मोटी दमन में कई पुराने चर्च हैं , जिनमें प्रमुख चर्च ' कैथेडरल बोल जेसू ' है ।",305
पुराने,"दिल्ली के इन दो धुरंधरों ने कम उम्र में वो कारनामा कर दिखाया , जिसका ख्वाब कई पुराने दिग्गज बस देखते ही रह गए ।",1018
पुराने,नन्दिनी - पुराने ढर्रे से हटकर अच्छा फैसला हुआ है ।,1167
पुराने,"टांगीनाथ इलाके में खुदाई से काफी पुराने सामान , सोना - चाँदी और हीरे तक मिले हैं ।",2824
भूल,"सप्ताह में दो बार खुराक भी प्रभावी है लेकिन डब्ल्यूएचओ के द्वारा इसकी सलाह नहीं दी जाती , क्योंकि इसमें गलती ( अगर कोई एक खुराक लेना भूल जाये तो सप्ताह में ली गयी केवल एक खुराक प्रभावी नहीं होती ) के लिए मार्जिन नहीं होता है ।",70
भूल,"ये उसूल तो बना लेते है , पर भूल जाते हैं दिल के आगे कोई उसूल नहीं होता ।",349
भूल,गायत्री मंत्र तो मैं भूल गई ।,373
भूल,सुना बहनों हमारी रूपा गायत्री मंत्र भूल गयी ।,376
भूल,कहीं आप अरमान को भूल तो नहीं गए ।,2217
भूल,"कामू - वही कर रहे हो पर क्या भूल पाओगे एस. पी. आर. साहब का किया गया खुलेआम शोषण , देर रात तक आम सभा के चुनाव का पूरा काम छाती पर बैठकर करवाये और कामचोरी का इल्जाम भी लगाये ।",2305
श्रेणी,अबोटाबाद के फवाद 2005 से पाकिस्तान में प्रथम श्रेणी क्रिकेट खेल रहे हैं ।,1052
श्रेणी,स्वाबी में क्रिकेट की एबीसीडी सीखने के बाद फवाद को ऐबटाबाद के लिए प्रथम श्रेणी क्रिकेट खेलने का मौका मिला ।,1204
श्रेणी,प्रथम श्रेणी -,1643
श्रेणी,द्वितीय श्रेणी -,1645
श्रेणी,तृतीय श्रेणी -,1647
श्रेणी,चतुर्थ श्रेणी -,1649
कड़ाही,"कड़ाही को गैस पर रखें , उसमें दो चम्मच तेल रखकर सौंफ व हींग का बघार देकर अदरक - लहसुन का पेस्ट डालकर हल्का - सा सेंकें व पिसी हुई दाल व सभी मसाले डालकर धीमी आंच पर हल्का गुलाबी होने तक सेकें ।",204
कड़ाही,एक कड़ाही में तेल गरम करके उसे थोड़ा - सा ठंडा कर लें ।,1663
कड़ाही,अब एक कड़ाही में तेल गर्म करें ।,1673
कड़ाही,सबसे पहले कड़ाही में तेल गर्म करके उसमें जीरा व मेथीदाना डालें ।,1679
कड़ाही,"कड़ाही में तेल गर्म कर कटा पनीर , गाजर , शिमला मिर्च और प्याज डालकर सुनहरा होने तक तलें ।",1703
कड़ाही,कड़ाही में मध्यम आंच पर पकने दें ।,2662
सहायता,पतले कपड़े की सहायता से पीसे हुए मिश्रण को छान लें ।,220
सहायता,अब तैयार केक पर आइसिंग शुगर की सहायता से लिखें और रंगबिरंगी जेम्स की गोलियाँ चिपका कर सजा दें ।,452
सहायता,"अमेरिका में 20,000 किसानों को वर्ष 2005 में 470 करोड़ डॉलर की सरकारी सहायता दी गईं ।",534
सहायता,यह इस फसल के बाजार मूल्य के बराबर की सहायता है ।,535
सहायता,"जुलाई , 2006 में यहां प्रधानमंत्री गये और उन्होंने 3750 करोड़ रूपये की विशेष सहायता की घोषणा की ।",543
सहायता,"सबके लिए स्वास्थ्य सेवाएं उपलब्ध होनी चाहिए , और जो देश टीबी की रोकथाम और इसके उपचार के लक्ष्यों को पाने के प्रयास कर रहे हैं , उन्हें इस दृष्टि से विश्वस्तरीय सहायता उपलब्ध करायी गयी है ।",702
ग्राम,"630 ग्राम वजन वाले इस टैबलेट में एक एडिशनल बैटरी भी है , जो अधिक समय तक इसे चार्ज रखेगी ।",1426
ग्राम,495 ग्राम वजन वाला यह टैबलेट गूगल एंड्राइड ऑपरेटिंग सिस्टम पर रन करता है ।,1433
ग्राम,चतरा जिले के इटाखोरी प्रखंड में भदुली ग्राम है जहाँ माँ भद्रकाली का प्राचीन मंदिर स्थित है ।,4260
