sentid,word,tag
32,rAjakIya,O
32,vyavasWala,O
32,praBAvaM,O
32,vuMtuMxi,O
33,axeviXaMgA,O
33,rAjanIwi,O
33,sixXAMwAlu,O
33,amalulovunna,O
33,rAjakIya,B-NETE
33,saMsWalanu,I-NETE
33,vimarSiswUno,O
33,leka,O
33,samarWiswUno,O
33,AvirBaviswAyi,O
34,koVnni,O
34,saMxarBAlalo,O
34,rAjanIwi,O
34,sixXAMwAlu,O
34,AxarSa,O
34,rAjakIya,B-NETE
34,saMsWala,I-NETE
34,nirmANAnni,O
34,rUpakalpana,O
34,ceyavaccunu,O
35,rAjanIwi,B-NETE
35,sixXAMwAlu,I-NETE
35,vAswava,O
35,rAjakIyAlanu,O
35,praBAviwaMcesi,O
35,uxyamAlaku,O
35,kAraNAlu,O
35,kAvaccukUda,O
36,uxAharaNaku,O
36,rUso,B-NEP
36,mAMteVskyUla,B-NEP
36,BAvAlu,O
36,PreVMci,O
36,viplavaMnaku,O
36,oVka,B-NEN
36,kAraNamEnAyi,O
36,kaxA,O
36,pAlitiks,B-NETO
36,paxaputtuka,O
36,rAjanIwi,O
36,wawvavicAraNa,O
36,grIku,B-NEL
36,soPistulawo,O
36,prAraMBamEMxi,O
37,pAlitiks,B-NETO
37,ane,O
37,paxamu,O
37,grIkuBARaloni,B-NETO
37,polisTa,O
37,anu,O
37,paxamunuMdi,O
37,puttiMxi,O
38,polis,O
38,anagA,O
38,nagararAjyamu,O
38,ani,O
38,arWamu,O
39,5,I-NETI
39,4,I-NETI
39,3,I-NETI
39,SawAbxAlalo,I-NETI
39,grIkuxeSaMlo,B-NEL
39,parimiwamayina,O
39,janABAnu,B-NETE
39,wakkuva,O
39,viswIrNAnni,B-NETE
39,kalgivuMdi,O
39,svayaM,O
39,poRakaMgA,O
39,vuMdina,O
39,sportA,B-NEL
39,eWeVnsuvaMti,B-NETI
39,nagara,O
39,rAjyAlu,O
39,vuMdeVdivi,O
40,aMxuvalanane,O
40,grIku,B-NETO
40,SAswrajFulu,O
40,nagararAjyAla,O
40,rAjakIya,B-NETE
40,saMsWalanu,I-NETE
40,aXyayanaM,O
40,cesexe,O
40,rAjanIwiSAswramani,B-NETE
40,BAviMcAru,O
41,aMxuvalanane,O
41,aristAtil,B-NEP
41,wAnu,O
41,vrAsina,O
41,graMXAniki,O
41,pAlitiks,B-NETO
41,ane,O
41,perupeVttAdu,O
42,rAjanIwiSAswra,O
42,aBivqxXi,O
42,rAjanIwiSAswra,O
42,aXyayanaM,O
42,prAcIna,O
42,grIku,B-NEL
42,nagara,O
42,rAjyAlalo,O
42,prAraMBamEnaxi,O
43,pramuKa,O
43,grIkurAjanIwi,O
43,wawvavewwalEna,O
43,pleto,B-NEP
43,Ayana,O
43,SiRyudu,O
43,aristAtil,B-NEP
43,rAjyAniki,O
43,saMbaMXiMcina,O
43,sExXAMwika,O
43,vyAvahArika,O
43,aXyayanAlu,O
43,ceSAru,O
44,aristAtil,B-NEP
44,wana,O
44,graMWAlalo,O
44,rAjyamu,O
44,praBuwvamu,O
44,pOrasawvamu,O
44,viplavAlu,O
44,rAjakIyAxarSAlu,O
44,moVxalagu,O
44,aneka,O
44,aMSAlanu,O
44,carciMcAdu,O
45,aristAtil,B-NEP
45,samakAlInudEna,O
45,prAcInaBArawa,O
45,wawvavewwa,O
45,kOtilyudu,B-NEP
45,wana,O
45,arWaSAswramu,B-NETE
45,ane,O
45,praKyAwa,O
45,graMWaMlo,O
45,rAjyamu,O
45,rAjyapAlana,O
45,rAjyABivqxXi,O
45,aMwar,O
45,rAjya,O
45,saMbaMXAlu,O
45,moVxalagu,O
45,rAjanIwiki,O
45,saMbaMXiMcina,O
45,viviXa,O
45,aMSAlanu,O
45,carciMcAdu,O
46,rAjya,O
46,praBuwvAlaku,O
46,pAlanaku,O
46,saMbaMXiMcina,O
46,aXyayanAlu,O
46,ceyadaMxvArA,O
46,poVliciyas,O
46,sisiro,B-NEP
46,moVxalagu,O
46,prAcIna,O
46,romanulu,B-NEL
46,kUdA,O
46,rAjanIwiSAswra,O
46,aBivqxXiki,O
46,xohaxamu,O
46,ceSAru,O
47,maXyayugAlalo,B-NETI
47,mawaprAbalyaM,O
47,eVkkuvagA,O
47,vuMdexi,O
48,maXyayugAlu,B-NETI
48,mawa,O
48,4,B-NETI
48,yugAlugA,I-NETI
48,perkoVnabaddAyi,O
49,I,O
49,kAlaMlo,O
49,carci,O
49,rAjya,O
49,aXikArAla,O
49,maXya,O
49,saMGarRaNa,O
49,vuMdexi,O
50,I,O
50,kAlaMlo,O
50,rAjanIwiSAswraM,B-NETE
50,mawaXarma,B-NETE
50,SAswraMlo,I-NETE
50,oVka,B-NEN
51,BAgaMgA,O
51,parigaNiMcabadexi,O
52,maXyayugAla,B-NETI
52,prAraMBaMlo,I-NETI
52,seVyiMt,B-NEP
52,agastIn,I-NEP
52,civarana,O
52,krEswavIkqwudEna,O
52,aristAtil,B-NEP
52,peroVMxina,O
52,WAmas,B-NEP
52,akvinAs,I-NEP
52,rAjakIya,O
52,BAvAlu,O
52,prAXAnyawa,O
52,saMwariMcukunnavi,O
53,maXyayugAlaku,O
53,saMWi,O
53,xaSayEna,O
53,punarujjIvana,O
53,kAlaMlo,O
53,rAjanIwi,O
53,aXyayana,O
53,saralYilo,O
53,mArpulu,O
53,saMBaviMcAyi,O
54,aMxuku,O
54,kAraNaM,O
54,jAwIyaBAvAlu,B-NETE
54,bala,O
54,padadaM,O
54,mawasaMskaraNoxyamaM,O
54,moVxalagunavi,O
54,I,O
54,kAlaMlo,O
54,saMBaviMcAyi,O
55,roman,B-NEL
55,sAmrAjyamu,O
55,pawanaM,O
55,kAvadaM,O
55,pop,O
55,aXaikAramu,O
55,balahInapadadaM,O
56,jAwIya,B-NETE
56,BAvAlu,I-NETE
56,balapadadaM,O
56,krameNA,O
56,jAwIya,O
56,rAjyAla,O
56,AvirBavAniki,O
56,xohaxaM,O
56,ceSAyi,O
57,I,O
57,mArpu,O
57,rAjanIwiSAswra,O
57,aXyayanaMlo,O
57,mArpulaku,O
57,xohaxaM,O
57,cesiMxi,O
58,AXunika,O
58,rAjanIwi,B-NETE
58,wawvavewwalalo,O
58,praXamudEna,O
58,mAkiyaveVllI,B-NEP
58,rAjanIwi,B-NETE
58,SAswrAnni,I-NETE
58,mawaMnuMdi,O
58,nIwiSAswrAla,B-NETE
58,nuMdi,O
58,veruceSAdu,O
59,I,O
59,viXaMgA,O
59,veru,O
59,ceyadaMxvArA,O
59,rAjanIwiki,O
59,prawyekaSAswra,O
59,prawivawwini,O
59,kalpiMcAru,O
60,rAjakIyAlaku,O
60,mawAniki,O
60,saMbaMXaM,O
60,vuMdAlane,O
60,maXyayugapu,B-NETI
60,wawwvavewwalawo,O
60,iwadu,O
60,ekIBaviMcalexu,O
61,appatinuMdi,O
61,rAjanIwiSAswra,O
61,viRayapariXi,O
61,aXyayana,O
61,paxXawulu,O
61,krameNA,O
61,aBivqxXi,O
61,ceVMxinavi,O
62,16,B-NETI
62,SawAbxAniki,I-NETI
62,ceVMxina,O
62,PreVMci,O
62,rAjanIwi,B-NETE
62,wawvavewwa,O
62,bodin,B-NEP
62,sArvaBOmAXikAramane,B-NETE
62,rAjanIwi,O
62,BAvananu,O
62,samagraMgA,O
62,carciMcAdu,O
63,18,B-NETI
63,SawAbxAniki,I-NETI
63,ceVMxina,O
63,mariyoVka,O
63,PreVMci,O
63,rAjanIwi,O
63,SAswravewwa,O
63,mAMteVskyU,B-NEP
63,aXikAra,B-NETE
63,pqWaHkaraNa,I-NETE
63,sixXAMwamunu,I-NETE
63,nu,O
63,rAjanIwi,O
63,SAswrAnikaMxiMcAdu,O
64,19,B-NETI
64,SawAbxaMlo,I-NETI
64,niroXasamawOlya,O
64,BAvana,O
64,rAjanIwi,B-NETE
64,SAswraMlo,I-NETE
64,praveSiMciMxi,O
65,I,O
65,SawAbxaMlo,B-NETI
65,20,B-NETI
65,SawAbxilo,I-NETI
65,rAjanIwiSAswra,O
65,aXyayanaMlo,O
65,gaNanIyamEna,O
65,mArpulu,O
65,saMBaviMcinavi,O
65,rAjanIwiSAswraMpE,B-NETE
65,sAmAjika,O
65,manaswawva,O
65,mAnava,B-NETE
65,SAswrAla,I-NETE
65,praBAvaM,O
65,pravarwanAvAxa,B-NETE
65,uxyamAniki,I-NETE
65,xAriwIsinaxi,O
66,rAjanIwi,O
66,sUwrAlu,O
66,sixXAMwAlu,O
66,rUpakalpana,O
66,ceyadaMlo,O
66,vAswavikawaku,O
66,prAXAnyawa,O
66,ivvAlani,O
66,gurwiMcadaM,O
66,jarigiMxi,O
67,itIvala,O
67,rAjanIwiSAswra,O
67,sAmAjika,O
67,SAswrAlamaXya,O
67,snihiwawvaM,O
67,bAgA,O
67,peVrigi,O
67,rAjakIya,B-NETE
67,samAjaSAswraM,I-NETE
67,ane,O
67,nUwana,O
67,aXyayanaSAKa,O
67,uxBaviMciMxi,O
68,5,B-NEN
68,itIvali,O
68,kAlaMlo,O
68,rAjanIwiSAswraMlo,B-NETE
68,sAMpraxAyika,O
68,vEKarulaku,O
68,BinnaMgA,O
68,vyavasWApaka,O
68,vEKari,O
68,pravarwanAvAxa,O
68,vEKari,O
68,uwpAxaka,O
68,uwpAxiwa,O
68,vEKari,O
68,moVxalagu,O
68,vEKarulu,O
68,SiRtula,O
68,sixXAMwamu,O
68,krIdA,O
68,sixXAMwamu,O
68,pravarwanAvAxa,B-NETE
68,sixXAMwamu,I-NETE
68,moVxalagu,O
68,aXyayana,O
68,paxXawulu,O
68,cerAyi,O
69,itlu,O
69,rAjanIwiSAswramu,B-NETE
69,xinaxina,O
69,pravarXamAnamavuwU,O
69,sAMGika,B-NETE
69,SAswrAlalo,I-NETE
69,awyaMwa,O
69,prAXAnyawanu,O
69,saMwariMcu,O
69,koVnnaxi,O
70,2,B-NEN
70,prAcIna,O
70,grIkula,B-NEL
70,rAjanIwi,B-NETE
70,aBiprAyAlanu,O
70,vivariMpumu,O
71,lexA,O
71,prAcIna,O
71,grIkula,B-NEL
71,praXAna,O
71,rAjanIwi,B-NETE
71,BAvanalanu,O
71,klupwaMgA,O
71,weVlupumu,O
72,rAjanIwi,B-NETE
72,wawvavicAraNa,O
72,prAcIna,O
72,grIkulawo,B-NEL
72,prAraMBamayiMxi,O
73,grIkula,B-NEL
73,lOkika,O
73,xqRti,O
73,hewuvAxAle,O
73,aMxuku,O
73,kAraNAlu,O
74,4,I-NETI
74,3,I-NETI
74,SawAbxAlalo,I-NETI
74,grIku,B-NEL
74,xeSamaMwatA,O
74,cinna,O
74,cinna,O
74,svayaMpoRakamulayina,O
74,nagararAjyAlu,O
74,vilasillinavi,O
75,I,O
75,nagara,O
75,rAjyAle,O
75,grIkula,B-NEL
75,rAjanIwi,O
75,wawvavicAraNaku,O
75,pattugoVmmalu,O
76,nagara,O
76,rAjyAlalo,O
76,viBinna,O
76,praBuwva,O
76,viXAnAlu,O
76,amalulo,O
76,vuMdevi,O
77,rAjakIya,O
77,susWirawa,O
77,vuMdexikAxu,O
78,I,O
78,nagara,O
78,rAjyAla,O
78,rAjakIya,B-NETE
78,saMsWalanu,I-NETE
78,aXyayanaM,O
78,cesina,O
78,prAcIna,O
78,grIku,B-NEL
78,wawvavewwalu,O
78,AxarSarAjya,O
78,nirmANAniki,O
78,prayawniMcAru,O
79,I,O
79,kriMxivi,O
79,prAcIna,O
79,rAjanIwi,O
79,aBiprAyAlalo,O
79,praXAnamEnavi,O
80,1,B-NEN
80,grIkula,B-NEL
80,aBiprAyaMlo,O
80,vyakwi,O
80,jIvanamu,O
80,sAMGika,O
80,jIvanamu,O
80,veruveru,O
80,kAxu,O
81,samAja,O
81,Sreyassunu,O
81,peVMpoVMxiMceMxuku,O
81,vyakwi,O
81,kqRiceyAli,O
82,vyakwini,O
82,saMGamu,O
82,nuMdi,O
82,veruceyutaku,O
82,sAXyamu,O
82,kAxu,O
83,axeviXaMgA,O
83,grIkulu,B-NEL
83,saMGamunu,O
83,rAjyamunu,O
83,kUda,O
83,veruceyalexu,O
84,2,B-NEN
84,rAjyamu,O
84,vyakwi,O
84,virAt,O
84,svarUpamu,O
84,rAjyamunaku,O
84,vyakwiki,O
84,maXya,O
84,vEruXyamu,O
84,lexu,O
85,vyakwi,O
85,koVrake,O
85,rAjyamu,O
86,vyakwiki,O
86,suKamayina,O
86,jIvanAnni,O
86,sAXiMcipeVttute,O
86,rAjya,O
86,lakRyamu,O
87,vyakwi,O
87,6,B-NEN
87,vyavahArAlalo,O
87,rAjyamu,O
87,jokyamu,O
87,cesukoVnavaccunu,O
88,vyakwi,O
88,rAjyamulo,O
88,saByudugA,O
88,mAwrame,O
88,suKamayina,O
88,jIviwAnni,O
88,sAgiMcagaladanexi,O
88,grIkula,B-NEL
88,viSvAsamu,O
89,3,B-NEN
89,pOrasawvamu,O
89,grIkulu,B-NEL
89,pOrasawvamu,O
89,ane,O
89,paxAnni,O
89,parimiwamEna,O
89,arWaMlo,O
89,vAdAru,O
90,paripAliMcabaduta,O
90,paripAliMcagaluguta,O
90,ane,O
90,reVMdu,B-NEN
90,lakRaNAlu,O
90,pOrasawvAniki,O
90,arhawalu,O
91,nagararAjya,O
91,vyavahArAlalo,O
91,pAlgoVne,O
91,xakRawa,O
91,kaliginavAre,O
91,pOrulu,O
92,grIkulu,B-NEL
92,I,O
92,viXaMgA,O
92,BAviMcatAniki,O
92,AnAti,O
92,prawyakRa,O
92,prajAsvAmya,B-NETE
92,praBuwva,I-NETE
92,viXAname,I-NETE
92,kAraNamu,O
93,aMxuvalanane,O
93,peVrikils,B-NEP
93,prajI,O
93,vyavahArAlalo,O
93,curukugA,O
93,pAlgoVnani,O
93,vyYakwini,O
93,memu,O
93,panikirAnivAnigA,O
93,parigaNiswAmu,O
93,ani,O
93,perkoVnnAdu,O
94,aristAtil,B-NEP
94,aBiprAyAlalo,O
94,nyAya,O
94,nirvahaNalonu,O
94,SAsana,O
94,nirmANaMlonu,O
94,pAlgoVnuvAde,O
94,pOrudu,O
94,pOrasawvAniki,O
94,sEnika,O
94,SikRaNakUdA,O
94,oVka,B-NEN
94,arhawagA,O
94,vuMdexi,O
94,swrIlaku,O
94,SrAmikulaku,O
94,bAnisalaku,O
94,pOrasawvapu,O
94,hakkulu,O
94,levu,O
95,4,B-NEN
95,Xarmamunu,O
95,gUrci,O
95,aBiprAyAlu,O
95,grIkulaku,B-NEL
95,nagararAjyamu,O
95,awyunnawamayina,O
95,rAjakIya,B-NETE
95,vyavasWa,I-NETE
95,mAwrame,O
95,gAka,O
95,nEwika,O
95,saMsWakUda,O
96,grIku,B-NEL
96,wawvavewwalaMwA,O
96,XarmAniki,O
96,aXika,O
96,prAXAnyawa,O
96,yiccAru,O
97,XarmamanagA,O
97,nIwi,O
98,XarmamanagA,O
98,maMci,O
98,svaBAvamu,O
99,XarmamanagA,O
99,SAsana,O
99,viXeyawa,O
100,pleto,B-NEP
100,wana,O
100,ripablik,B-NETO
100,graMWAniki,O
100,Xarmamunu,O
100,gUrcina,O
100,upanyAsamani,O
100,upanAmamu,O
100,yiccAdu,O
101,pleto,B-NEP
101,xqRtilo,O
101,atu,O
101,vyakwilonu,O
101,itu,O
101,saMGamulo,O
101,Xarmamu,O
101,vuMdAli,O
102,vyakwiloni,O
102,anniBAgAlamaXya,O
102,samanvayAnni,O
102,sAXiMcuta,O
102,Xarmamu,O
103,axeviXaMgA,O
103,vyakwulaMxari,O
103,maXya,O
103,samanvayAnni,O
103,sAXiMcute,O
103,samAjaMlo,O
103,Xarmamu,O
104,Xarmamu,O
104,unna,O
104,rAjyame,O
104,uwwama,O
104,rAjyamu,O
105,axe,O
105,AxarSarAjyamu,O
106,5,B-NEN
106,vixya,O
106,grIku,B-NEL
106,wawvavewwa,O
106,laMxaru,O
106,vixyAboXanaku,O
106,prAXAnyawa,O
106,yiccAru,O
107,mAnavuniloni,O
107,viviXa,O
107,lakRaNAlamaXya,O
107,samanvayAnni,O
107,samAjaMloni,O
107,viviXa,O
107,vyakwula,O
107,maXya,O
107,sAmarasyAnni,O
107,sAXiMcutalo,O
107,vixya,O
107,xohaxaM,O
107,ceswuMxani,O
107,grIkula,B-NEL
107,viSvAsamu,O
108,aMxuvalanane,O
108,pleto,B-NEP
108,aristAtil,B-NEP
108,vixyAviXAnAniki,O
108,awyaXika,O
108,prAXAnyawa,O
108,iccAru,O
109,vixyAboXana,O
109,rAjya,O
109,ajamAyiRilone,O
109,jaragAlani,O
109,vIru,O
109,BAviMcAru,O
110,6,B-NEN
110,SAsana,O
110,viXeyawa,O
110,grIkulalo,B-NEL
110,wama,O
110,SAsanAlapatla,O
110,viXeyawa,O
110,cAla,O
110,heVccu,O
111,rAjyaMlo,O
111,kramabaxXamayina,O
111,paripAlananu,O
111,yerparacatAniki,O
111,SAsanAlu,O
111,7,B-NEN
111,avasaramani,O
111,grIkula,B-NEL
111,aBiprAyamu,O
112,SAsanAlu,B-NETE
112,mAnavAwIwamayina,O
112,vivekaM,O
112,nuMdi,O
112,janiMcinavani,O
112,vIri,O
112,viSvAsamu,O
113,SAsanAlu,B-NETE
113,maMcivEna,O
113,ceVddavEna,O
113,vAtipatla,O
113,viXeyawanu,O
113,cUpAli,O
114,SAsanAlu,B-NETE
114,vyakwi,O
114,wana,O
114,svecCanu,O
114,anuBaviMcatAniki,O
114,kAvalasina,O
114,parisWiwulanu,O
114,yerparuswAyi,O
115,SAsana,O
115,viXeyawalone,O
115,svecCavuMxi,O
116,eWeVns,O
116,rAjya,O
116,SAsanAnni,B-NETE
116,XikkariMcatAniki,O
116,nirAkariMci,O
116,sokratIs,B-NEP
116,prANawyAgaM,O
116,kAvuna,O
116,grIkulalo,B-NEL
116,SAsanAlapatla,O
116,viXeyawa,O
116,heVccu,O
117,wama,O
117,rAjanIwi,O
117,wawvaBAvAla,O
117,valana,O
117,grIkula,B-NEL
117,aMgAMgi,O
117,sixXAMwamu,O
117,AxarSavAxamu,O
117,moVxalEna,O
117,aneka,O
117,sixXAMwAlaku,O
117,piwAmahulEnavAru,O
118,rAjanIwi,B-NETE
118,SAswramu,I-NETE
118,grIkula,B-NEL
118,aBiprAyaMlo,O
118,rAjya,O
118,aXyayana,O
118,sixXAMwamu,O
119,nEwika,O
119,sUwrAla,O
119,aXyayanamu,O
119,SAsana,O
119,sixXAMwAla,O
119,aXyayanamu,O
120,aXyAyaM,O
120,2,B-NEN
120,rAjanIwi,O
120,SAswra,O
120,nirvacanAlu,O
120,pariXi,O
120,3,B-NEN
120,rAjanIwi,O
120,SAswramanagAnemi,O
120,axi,O
120,emi,O
120,carciMcunu,O
120,lexA,O
120,rAjanIwi,B-NETE
120,SAswramu,I-NETE
120,nu,O
120,nirvaciMpudu,O
121,xAni,O
121,viRaya,O
121,pariXi,O
121,vivariMpudu,O
122,rAjanIwiSAswra,O
122,piwayEna,O
122,aristAtil,B-NEP
122,mAnavudu,O
122,saMGajIvi,O
122,ani,O
122,perkoVneVnu,O
123,vyakwiki,O
123,Akali,O
123,xAhamu,O
123,nixra,O
123,eVlA,O
123,sahaja,O
123,pravqwwulo,O
123,sAmAjika,O
123,jIvanaM,O
123,kUdA,O
123,aMwe,O
124,oVMtarigA,O
124,vyakwi,O
124,jIviMcaledu,O
125,aMxuvalanane,O
126,kriMxi,O
126,viXaMgA,O
126,perkoVneVnu,O
127,e,O
127,vyakwi,O
127,samAjaMlo,O
127,jIviMcajAlado,O
127,leka,O
127,e,O
127,vyakwiki,O
127,svayaM,O
127,samqxXicewa,O
127,saMGajIvanamu,O
127,avasaraM,O
127,lexo,O
127,awadu,O
127,paSuvugAni,O
127,leka,O
127,BagavaMwudugAni,O
127,wappaka,O
